,CCP for firm 1: True,Estimated,SE
1,0.6835627129972446,0.6862589356632248,0.008889361504220716
2,0.7126619757401098,0.717632552404439,0.007349309772798709
3,0.8156507851718523,0.8309963099630996,0.0058780921726490935
4,0.7938192373997611,0.7977452085682074,0.00611737962574098
5,0.7080665471915908,0.7047110247693055,0.00852150559773785
6,0.7359650547333697,0.7357057177129148,0.009085363278028138
7,0.79754667534199,0.79124916499666,0.0076458966865856045
8,0.7741373431606419,0.7710427135678392,0.006864286585864364
