,a1=-1,a1=0,a1=+1,a2=-1,a2=0,a2=+1
1,0.0,0.6835627129972442,0.3164372870027558,0.0,0.714724634310084,0.28527536568991596
2,0.0,0.7126619757401099,0.28733802425989013,0.20759127814059009,0.7924087218594099,0.0
3,0.18434921482814767,0.8156507851718523,0.0,0.0,0.7416965767093376,0.25830342329066225
4,0.20618076260023857,0.7938192373997615,0.0,0.23126925646455926,0.7687307435354407,0.0
5,0.0,0.7080665471915903,0.29193345280840965,0.0,0.7376847045743038,0.2623152954256961
6,0.0,0.7359650547333696,0.26403494526663035,0.22729403621501343,0.7727059637849865,0.0
7,0.20245332465800986,0.7975466753419902,0.0,0.0,0.7635299280505448,0.23647007194945519
8,0.22586265683935794,0.7741373431606421,0.0,0.2526995549755307,0.7473004450244694,0.0
