,Payoff parameter: True,Normalized true,Estimated,SE
1,0.3,0.33749999999999997,0.32711595446443875,0.05028888769108861
2,0.2,0.2375,0.22996837068912496,0.05029978773704954
3,-0.27,-0.27,-0.25359597332094935,0.039981080601496875
4,0.45,0.45,0.46769996214322107,0.07811001317555308
5,-2.1,-2.25,-2.2582975043167233,0.02016739401859954
