,True,Normalized,Estimated,SE
1,0.3,0.33749999999999997,0.12354447299233472,0.11028062135860384
2,0.2,0.2375,0.008984991891744726,0.12397877621399296
3,-0.27,-0.27,-0.29875089323246107,0.08319127219642265
4,0.45,0.45,0.8511443318112637,0.1690559384979389
5,-2.1,-2.25,-2.1913205506878866,0.04680013832033854
