,CCP for firm 2: True,Estimated,SE
1,0.714724634310084,0.7112787926926132,0.007881316935674376
2,0.7924087218594097,0.7805178791615289,0.0062988761530647355
3,0.7416965767093376,0.7367773677736777,0.006581233740230597
4,0.7687307435354411,0.77271702367531,0.006488319498437272
5,0.7376847045743039,0.7294803302574066,0.009809053225877343
6,0.7727059637849866,0.7696921231507396,0.0079367218811722
7,0.7635299280505446,0.7638610554442218,0.00803159847259618
8,0.7473004450244696,0.7609924623115578,0.007237339315042842
