,True,Normalized,Estimated,SE
1,0.3,0.33749999999999997,0.3115961101853247,0.04153793059121316
2,0.2,0.2375,0.29553938865472185,0.034808958230145105
3,-0.27,-0.27,-0.2149058746402941,0.04435356109070218
4,0.45,0.45,0.40704409396816976,0.0646804006401728
5,-2.1,-2.25,-2.2519560151410314,0.011632518632097934
