price,pi1,pi2
309.0000000000001,551.9038465536584,7422.901321802989
310.0000000000001,551.5464530767092,7422.95864041285
311.0000000000001,551.1681492699668,7422.990978478503
312.0000000000001,550.7693991379201,7422.99884445273
313.0000000000001,550.3506586821313,7422.982738278061
314.00000000000017,549.9123760277716,7422.943151519062
315.0000000000001,549.4549915482827,7422.880567492698
316.0000000000001,548.9789379881576,7422.795461396775
317.0000000000001,548.4846405839086,7422.688300436479
318.00000000000017,547.9725171832162,7422.559543949054
319.0000000000001,547.4429783622962,7422.40964352664
320.0000000000001,546.896427541511,7422.239043137294
321.0000000000001,546.3332610992385,7422.048179244202
322.00000000000017,545.7538684840486,7421.837480923163
323.0000000000001,545.1586323251664,7421.607369978282
324.0000000000001,544.5479285412982,7421.358261055982
325.0000000000001,543.9221264478062,7421.090561757303
326.00000000000017,543.2815888622641,7420.804672748525
327.0000000000001,542.626672208433,7420.500987870168
328.0000000000001,541.9577266186457,7420.179894244328
329.0000000000001,541.2750960346592,7419.841772380446
330.00000000000017,540.5791183069734,7419.486996279478
331.0000000000001,539.8701252926439,7419.11593353651
332.0000000000001,539.1484429516125,7418.728945441827
333.0000000000001,538.4143914415725,7418.326387080497
334.00000000000017,537.6682852114001,7417.908607430427
335.0000000000001,536.9104330931472,7417.475949458957
336.0000000000001,536.1411383926508,7417.028750218021
337.00000000000017,535.3606989787517,7416.567340937847
338.00000000000017,534.5694073711551,7416.09204711927
339.00000000000017,533.7675508269466,7415.603188624636
340.0000000000001,532.9554114257878,7415.10107976735
341.00000000000017,532.133266153815,7414.58602940007
342.00000000000017,531.3013869862335,7414.058341001546
343.00000000000017,530.4600409686694,7413.51831276218
344.0000000000001,529.6094902972583,7412.96623766827
345.00000000000017,528.7499923975116,7412.4024035849825
346.00000000000017,527.8818000019643,7411.827093338062
347.00000000000017,527.0051612266418,7411.24058479432
348.0000000000001,526.12031964633,7410.643150940869
349.00000000000017,525.2275143687018,7410.03505996319
350.00000000000017,524.3269801072968,7409.416575321977
351.00000000000017,523.4189472533701,7408.787955828842
352.0000000000001,522.5036419466375,7408.149455720845
353.00000000000017,521.5812861449295,7407.501324733904
354.00000000000017,520.652097692753,7406.843808175067
355.00000000000017,519.7162903888099,7406.177146993706
356.0000000000001,518.7740740524587,7405.501577851587
357.00000000000017,517.8256545891526,7404.817333191913
358.00000000000017,516.8712340548531,7404.124641307268
359.00000000000017,515.9110107194515,7403.423726406552
360.0000000000001,514.9451791292072,7402.714808680878
361.00000000000017,513.9739301682,7401.998104368451
362.00000000000017,512.9974511188414,7401.27382581846
363.00000000000017,512.0159257214386,7400.542181553991
364.00000000000017,511.02953423282673,7399.8033763339745
365.00000000000017,510.03845348409106,7399.0576112141625
366.00000000000017,509.04285693738257,7398.305083607191
367.00000000000017,508.0429147418577,7397.545987341708
368.00000000000017,507.0387937887248,7396.780512720573
369.00000000000017,506.0306577654467,7396.0088465781955
370.00000000000017,505.0186672090854,7395.231172336957
371.00000000000017,504.0029795588123,7394.447670062768
372.00000000000017,502.98374920760386,7393.658516519788
373.00000000000017,501.961127553108,7392.863885224267
374.0000000000002,500.9352630477276,7392.063946497571
375.00000000000017,499.906301247912,7391.258867518392
376.00000000000017,498.874384862673,7390.4488123741385
377.00000000000017,497.83965380133765,7389.633942111538
378.0000000000002,496.8022452205471,7388.814414786434
379.00000000000017,495.76229357052324,7387.990385512844
380.00000000000017,494.7199306405922,7387.162006511227
381.00000000000017,493.6752856040006,7386.329427156007
382.0000000000002,492.62848506202073,7385.492794022371
383.00000000000017,491.57965308735726,7384.652250932321
384.00000000000017,490.52891126687024,7383.807939000017
385.00000000000017,489.4763787436195,7382.959996676415
386.0000000000002,488.422172258249,7382.108559793209
387.00000000000017,487.3664061897039,7381.2537616060745
388.00000000000017,486.3091925953138,7380.395732837263
389.00000000000017,485.25064125023624,7379.534601717502
390.0000000000002,484.19085968626877,7378.670494027257
391.00000000000017,483.12995323005777,7377.803533137358
392.00000000000017,482.06802504068025,7376.933840048954
393.00000000000017,481.0051761466453,7376.061533432883
394.0000000000002,479.94150548229635,7375.186729668397
395.00000000000017,478.87710992363924,7374.309542881299
396.00000000000017,477.81208432359455,7373.430084981459
397.00000000000017,476.7465215466898,7372.548465699767
398.0000000000002,475.680512503203,7371.664792624486
399.0000000000002,474.6141461827451,7370.77917123705
400.00000000000017,473.54750968732515,7369.891704947274
