HospitalID,CityCode,Kyukyu,Kinou,Sien,Hyoka,DepNeurology,DepNeurosurgery,NumBeds,MRINumOwn,Tesla,Population,Menseki,PopDensity,TaxableIncome,MRIOwnDum
1,1101,1,0,0,0,0,0,243,1,2,220189,46.42,4743.4,3017,1
2,1101,0,0,0,0,0,0,180,1,0,220189,46.42,4743.4,3017,1
3,1101,1,0,0,0,0,0,110,1,1,220189,46.42,4743.4,3017,1
4,1101,1,0,0,0,1,1,134,3,2,220189,46.42,4743.4,3017,1
5,1101,0,0,0,0,0,0,250,1,2,220189,46.42,4743.4,3017,1
6,1101,0,0,0,0,1,0,494,2,2,220189,46.42,4743.4,3017,1
7,1101,0,0,0,0,0,0,312,2,1,220189,46.42,4743.4,3017,1
8,1101,1,0,0,0,0,0,301,1,2,220189,46.42,4743.4,3017,1
9,1101,1,0,0,0,0,0,87,1,1,220189,46.42,4743.4,3017,1
10,1101,0,0,0,0,0,0,99,1,2,220189,46.42,4743.4,3017,1
11,1101,1,0,0,0,1,1,894,2,2,220189,46.42,4743.4,3017,1
12,1101,0,0,0,0,1,0,504,2,2,220189,46.42,4743.4,3017,1
13,1101,1,0,0,0,1,1,810,1,2,220189,46.42,4743.4,3017,1
14,1101,0,0,0,0,0,0,180,1,0,220189,46.42,4743.4,3017,1
15,1101,0,0,0,0,0,0,0,1,0,220189,46.42,4743.4,3017,1
16,1101,0,0,0,0,0,1,92,1,0,220189,46.42,4743.4,3017,1
17,1101,0,0,0,1,0,0,92,1,2,220189,46.42,4743.4,3017,1
18,1101,1,0,0,0,0,0,0,0,,220189,46.42,4743.4,3017,0
19,1101,1,0,0,1,0,0,76,0,,220189,46.42,4743.4,3017,0
20,1101,1,0,0,0,0,0,89,0,,220189,46.42,4743.4,3017,0
21,1101,1,0,0,0,0,0,0,0,,220189,46.42,4743.4,3017,0
22,1101,0,0,0,0,0,0,0,0,,220189,46.42,4743.4,3017,0
23,1101,0,0,0,0,0,0,117,0,,220189,46.42,4743.4,3017,0
24,1101,1,0,0,0,0,0,118,0,,220189,46.42,4743.4,3017,0
25,1101,0,0,0,0,0,0,89,0,,220189,46.42,4743.4,3017,0
26,1101,0,0,0,0,0,0,50,0,,220189,46.42,4743.4,3017,0
27,1101,1,0,0,0,0,0,82,0,,220189,46.42,4743.4,3017,0
28,1101,1,0,0,0,0,0,94,0,,220189,46.42,4743.4,3017,0
29,1101,1,0,0,0,0,0,85,0,,220189,46.42,4743.4,3017,0
30,1101,0,0,0,0,0,0,40,0,,220189,46.42,4743.4,3017,0
31,1101,1,0,0,0,0,0,89,0,,220189,46.42,4743.4,3017,0
32,1101,0,0,0,0,0,0,0,0,,220189,46.42,4743.4,3017,0
33,1101,0,0,0,0,0,0,35,0,,220189,46.42,4743.4,3017,0
34,1101,1,0,0,0,0,0,99,0,,220189,46.42,4743.4,3017,0
35,1101,1,0,0,1,0,0,0,0,,220189,46.42,4743.4,3017,0
36,1101,0,0,0,0,0,0,0,0,,220189,46.42,4743.4,3017,0
37,1101,0,0,0,0,0,0,0,0,,220189,46.42,4743.4,3017,0
38,1101,1,0,0,1,1,0,169,0,,220189,46.42,4743.4,3017,0
39,1101,1,0,0,0,0,0,40,0,,220189,46.42,4743.4,3017,0
40,1101,1,0,0,0,0,0,76,0,,220189,46.42,4743.4,3017,0
41,1101,0,0,0,0,0,0,95,0,,220189,46.42,4743.4,3017,0
42,1102,0,0,0,0,0,0,60,1,0,278781,63.48,4391.6,3017,1
43,1102,1,0,0,0,0,0,50,1,,278781,63.48,4391.6,3017,1
44,1102,0,0,0,0,0,0,53,1,0,278781,63.48,4391.6,3017,1
45,1102,0,0,0,0,1,1,864,5,2,278781,63.48,4391.6,3017,1
46,1102,0,0,0,0,0,0,60,0,,278781,63.48,4391.6,3017,0
47,1102,1,0,0,0,0,0,56,0,,278781,63.48,4391.6,3017,0
48,1102,0,0,0,0,0,0,52,0,,278781,63.48,4391.6,3017,0
49,1102,0,0,0,1,0,0,0,0,,278781,63.48,4391.6,3017,0
50,1102,0,0,0,0,0,0,28,0,,278781,63.48,4391.6,3017,0
51,1102,0,0,0,0,0,0,40,0,,278781,63.48,4391.6,3017,0
52,1102,0,0,0,0,0,0,98,0,,278781,63.48,4391.6,3017,0
53,1102,0,0,0,0,0,0,57,0,,278781,63.48,4391.6,3017,0
54,1102,0,0,0,0,0,0,0,0,,278781,63.48,4391.6,3017,0
55,1102,1,0,0,0,0,0,35,0,,278781,63.48,4391.6,3017,0
56,1102,0,0,0,1,0,0,43,0,,278781,63.48,4391.6,3017,0
57,1102,0,0,0,1,0,0,32,0,,278781,63.48,4391.6,3017,0
58,1102,1,0,1,1,0,0,0,0,,278781,63.48,4391.6,3017,0
59,1102,1,0,0,0,0,0,58,0,,278781,63.48,4391.6,3017,0
60,1102,1,0,0,1,0,0,0,0,,278781,63.48,4391.6,3017,0
61,1102,0,0,0,0,0,0,0,0,,278781,63.48,4391.6,3017,0
62,1102,0,0,0,1,0,0,0,0,,278781,63.48,4391.6,3017,0
63,1102,0,0,0,0,0,0,0,0,,278781,63.48,4391.6,3017,0
64,1102,0,0,0,0,0,0,0,0,,278781,63.48,4391.6,3017,0
65,1102,1,0,0,0,0,0,24,0,,278781,63.48,4391.6,3017,0
66,1102,0,0,0,0,0,0,0,0,,278781,63.48,4391.6,3017,0
67,1103,0,0,0,0,1,1,145,3,2,255873,57.13,4478.8,3017,1
68,1103,1,0,0,0,0,1,142,2,0,255873,57.13,4478.8,3017,1
69,1103,0,0,0,1,0,0,0,1,0,255873,57.13,4478.8,3017,1
70,1103,1,0,0,0,1,0,348,1,2,255873,57.13,4478.8,3017,1
71,1103,1,0,0,0,0,0,64,1,2,255873,57.13,4478.8,3017,1
72,1103,0,0,0,0,0,1,241,3,1,255873,57.13,4478.8,3017,1
73,1103,0,0,0,0,0,0,211,1,2,255873,57.13,4478.8,3017,1
74,1103,1,0,0,1,0,0,225,1,0,255873,57.13,4478.8,3017,1
75,1103,0,0,0,0,1,0,188,1,2,255873,57.13,4478.8,3017,1
76,1103,1,0,0,0,0,0,260,1,0,255873,57.13,4478.8,3017,1
77,1103,1,0,0,0,0,0,58,0,,255873,57.13,4478.8,3017,0
78,1103,1,0,0,0,0,0,24,0,,255873,57.13,4478.8,3017,0
79,1103,0,0,0,0,0,0,38,0,,255873,57.13,4478.8,3017,0
80,1103,1,0,0,1,0,0,96,0,,255873,57.13,4478.8,3017,0
81,1103,1,0,0,0,0,0,52,0,,255873,57.13,4478.8,3017,0
82,1103,0,0,0,0,0,0,60,0,,255873,57.13,4478.8,3017,0
83,1103,0,0,0,0,0,0,28,0,,255873,57.13,4478.8,3017,0
84,1103,1,0,0,0,1,0,0,0,,255873,57.13,4478.8,3017,0
85,1103,0,0,0,0,0,0,23,0,,255873,57.13,4478.8,3017,0
86,1103,1,0,0,1,0,0,71,0,,255873,57.13,4478.8,3017,0
87,1103,0,0,0,0,0,0,0,0,,255873,57.13,4478.8,3017,0
88,1103,1,0,0,0,0,0,145,0,,255873,57.13,4478.8,3017,0
89,1103,0,0,0,0,0,0,0,0,,255873,57.13,4478.8,3017,0
90,1104,1,0,0,1,0,0,231,1,0,204259,34.58,5906.9,3017,1
91,1104,0,0,0,0,0,0,301,1,1,204259,34.58,5906.9,3017,1
92,1104,0,0,0,0,0,1,115,2,2,204259,34.58,5906.9,3017,1
93,1104,0,0,0,0,0,0,272,1,2,204259,34.58,5906.9,3017,1
94,1104,0,0,0,0,0,1,520,1,2,204259,34.58,5906.9,3017,1
95,1104,0,0,0,0,0,0,52,1,0,204259,34.58,5906.9,3017,1
96,1104,0,0,0,0,0,0,107,1,1,204259,34.58,5906.9,3017,1
97,1104,1,0,0,0,0,0,99,0,,204259,34.58,5906.9,3017,0
98,1104,0,0,0,0,0,0,60,0,,204259,34.58,5906.9,3017,0
99,1104,0,0,0,0,0,0,41,0,,204259,34.58,5906.9,3017,0
100,1104,1,0,0,0,0,0,0,0,,204259,34.58,5906.9,3017,0
101,1104,1,1,0,1,0,0,0,0,,204259,34.58,5906.9,3017,0
102,1104,1,0,0,1,0,0,52,0,,204259,34.58,5906.9,3017,0
103,1104,0,0,0,0,0,0,0,0,,204259,34.58,5906.9,3017,0
104,1104,1,0,0,1,0,0,29,0,,204259,34.58,5906.9,3017,0
105,1104,0,0,0,0,0,0,50,0,,204259,34.58,5906.9,3017,0
106,1104,0,0,0,0,0,0,92,0,,204259,34.58,5906.9,3017,0
107,1104,0,0,0,0,0,0,150,0,,204259,34.58,5906.9,3017,0
108,1104,0,0,0,1,0,0,82,0,,204259,34.58,5906.9,3017,0
109,1104,0,0,0,0,0,0,34,0,,204259,34.58,5906.9,3017,0
110,1104,0,0,0,0,0,0,0,0,,204259,34.58,5906.9,3017,0
111,1104,0,0,0,0,0,0,215,0,,204259,34.58,5906.9,3017,0
112,1104,0,0,0,0,0,0,0,0,,204259,34.58,5906.9,3017,0
113,1105,1,0,0,1,0,0,103,1,1,212118,46.35,4576.4,3017,1
114,1105,0,0,0,0,1,1,450,1,2,212118,46.35,4576.4,3017,1
115,1105,1,0,0,0,0,0,225,1,2,212118,46.35,4576.4,3017,1
116,1105,0,0,0,0,1,1,144,2,2,212118,46.35,4576.4,3017,1
117,1105,1,0,0,0,0,1,270,1,2,212118,46.35,4576.4,3017,1
118,1105,0,0,0,0,0,0,304,1,2,212118,46.35,4576.4,3017,1
119,1105,0,0,0,0,0,0,42,0,,212118,46.35,4576.4,3017,0
120,1105,1,0,0,0,1,0,98,0,,212118,46.35,4576.4,3017,0
121,1105,0,0,0,0,0,0,60,0,,212118,46.35,4576.4,3017,0
122,1105,0,0,0,0,0,0,48,0,,212118,46.35,4576.4,3017,0
123,1105,0,0,0,0,0,0,0,0,,212118,46.35,4576.4,3017,0
124,1105,0,0,0,0,0,0,42,0,,212118,46.35,4576.4,3017,0
125,1105,1,0,0,0,0,0,92,0,,212118,46.35,4576.4,3017,0
126,1105,0,0,0,0,0,0,112,0,,212118,46.35,4576.4,3017,0
127,1105,0,0,0,0,0,0,53,0,,212118,46.35,4576.4,3017,0
128,1105,1,0,0,0,1,0,58,0,,212118,46.35,4576.4,3017,0
129,1105,0,0,0,0,0,0,0,0,,212118,46.35,4576.4,3017,0
130,1105,0,0,0,0,0,0,0,0,,212118,46.35,4576.4,3017,0
131,1106,1,0,0,1,0,0,120,1,0,146341,657.23,222.7,3017,1
132,1106,0,0,0,1,0,0,95,1,0,146341,657.23,222.7,3017,1
133,1106,0,0,0,0,0,0,0,1,1,146341,657.23,222.7,3017,1
134,1106,0,0,0,0,1,1,168,1,2,146341,657.23,222.7,3017,1
135,1106,0,0,0,0,0,0,98,1,1,146341,657.23,222.7,3017,1
136,1106,0,0,0,0,0,0,100,0,,146341,657.23,222.7,3017,0
137,1106,0,0,0,0,0,0,0,0,,146341,657.23,222.7,3017,0
138,1106,1,0,0,1,0,0,61,0,,146341,657.23,222.7,3017,0
139,1106,0,0,0,0,0,0,147,0,,146341,657.23,222.7,3017,0
140,1106,0,0,0,0,0,0,85,0,,146341,657.23,222.7,3017,0
141,1106,1,0,0,0,0,0,0,0,,146341,657.23,222.7,3017,0
142,1106,0,0,0,0,0,0,0,0,,146341,657.23,222.7,3017,0
143,1106,1,0,0,0,0,0,0,0,,146341,657.23,222.7,3017,0
144,1106,0,0,0,0,0,0,80,0,,146341,657.23,222.7,3017,0
145,1106,0,0,0,0,1,0,259,0,,146341,657.23,222.7,3017,0
146,1106,0,0,0,0,0,0,0,0,,146341,657.23,222.7,3017,0
147,1106,0,0,0,0,0,0,0,0,,146341,657.23,222.7,3017,0
148,1106,0,0,0,0,0,0,96,0,,146341,657.23,222.7,3017,0
149,1107,1,0,0,0,1,0,452,1,2,211229,74.93,2819,3017,1
150,1107,1,0,0,1,1,0,0,1,1,211229,74.93,2819,3017,1
151,1107,1,0,0,0,1,0,200,1,0,211229,74.93,2819,3017,1
152,1107,0,0,0,1,0,0,120,1,0,211229,74.93,2819,3017,1
153,1107,1,0,0,0,1,0,146,1,1,211229,74.93,2819,3017,1
154,1107,1,0,0,0,0,1,99,2,0,211229,74.93,2819,3017,1
155,1107,1,0,0,0,1,0,117,1,0,211229,74.93,2819,3017,1
156,1107,0,0,0,0,0,1,95,1,2,211229,74.93,2819,3017,1
157,1107,0,0,0,0,0,0,56,0,,211229,74.93,2819,3017,0
158,1107,0,0,0,0,0,0,0,0,,211229,74.93,2819,3017,0
159,1107,0,0,0,0,0,0,0,0,,211229,74.93,2819,3017,0
160,1107,0,0,0,0,0,0,0,0,,211229,74.93,2819,3017,0
161,1107,0,0,0,0,0,0,0,0,,211229,74.93,2819,3017,0
162,1107,1,0,0,1,0,0,0,0,,211229,74.93,2819,3017,0
163,1107,1,0,0,1,0,0,186,0,,211229,74.93,2819,3017,0
164,1107,0,0,0,0,0,0,28,0,,211229,74.93,2819,3017,0
165,1107,0,0,0,0,0,0,77,0,,211229,74.93,2819,3017,0
166,1107,0,0,0,0,0,0,85,0,,211229,74.93,2819,3017,0
167,1107,0,0,0,0,0,0,110,0,,211229,74.93,2819,3017,0
168,1107,0,0,0,0,0,0,60,0,,211229,74.93,2819,3017,0
169,1107,1,1,0,1,0,0,54,0,,211229,74.93,2819,3017,0
170,1107,0,0,0,0,0,0,183,0,,211229,74.93,2819,3017,0
171,1107,0,0,0,0,0,0,63,0,,211229,74.93,2819,3017,0
172,1107,1,0,0,0,0,0,75,0,,211229,74.93,2819,3017,0
173,1108,0,0,0,0,0,1,41,1,2,128492,24.38,5270.4,3017,1
174,1108,0,0,0,0,0,0,88,1,0,128492,24.38,5270.4,3017,1
175,1108,0,0,0,0,1,1,135,2,2,128492,24.38,5270.4,3017,1
176,1108,0,0,0,0,0,0,0,1,1,128492,24.38,5270.4,3017,1
177,1108,1,0,0,1,0,0,276,1,2,128492,24.38,5270.4,3017,1
178,1108,0,0,0,0,0,0,0,0,,128492,24.38,5270.4,3017,0
179,1108,0,0,0,0,0,0,0,0,,128492,24.38,5270.4,3017,0
180,1108,1,0,0,0,0,0,77,0,,128492,24.38,5270.4,3017,0
181,1108,0,0,0,0,0,0,86,0,,128492,24.38,5270.4,3017,0
182,1108,1,0,0,1,0,0,0,0,,128492,24.38,5270.4,3017,0
183,1108,1,0,0,1,0,0,99,0,,128492,24.38,5270.4,3017,0
184,1108,0,0,0,0,1,0,94,0,,128492,24.38,5270.4,3017,0
185,1108,0,0,0,0,0,0,47,0,,128492,24.38,5270.4,3017,0
186,1108,0,0,0,0,0,0,44,0,,128492,24.38,5270.4,3017,0
187,1109,1,0,1,1,0,0,0,1,0,139644,56.92,2453.3,3017,1
188,1109,0,0,0,0,1,1,141,1,2,139644,56.92,2453.3,3017,1
189,1109,1,0,1,1,0,0,80,1,2,139644,56.92,2453.3,3017,1
190,1109,1,0,0,1,0,0,32,1,0,139644,56.92,2453.3,3017,1
191,1109,1,0,0,0,0,0,60,1,1,139644,56.92,2453.3,3017,1
192,1109,1,0,0,0,0,1,547,1,2,139644,56.92,2453.3,3017,1
193,1109,1,0,1,1,0,0,0,0,,139644,56.92,2453.3,3017,0
194,1109,0,0,0,0,0,0,0,0,,139644,56.92,2453.3,3017,0
195,1109,0,0,0,1,0,0,0,0,,139644,56.92,2453.3,3017,0
196,1109,1,0,0,0,0,1,215,0,,139644,56.92,2453.3,3017,0
197,1109,0,0,0,1,0,0,0,0,,139644,56.92,2453.3,3017,0
198,1109,0,0,0,0,0,0,120,0,,139644,56.92,2453.3,3017,0
199,1109,0,0,0,1,0,0,0,0,,139644,56.92,2453.3,3017,0
200,1109,0,0,0,1,0,0,60,0,,139644,56.92,2453.3,3017,0
201,1109,0,0,0,0,0,0,0,0,,139644,56.92,2453.3,3017,0
202,1110,0,0,0,1,0,0,88,1,0,116619,59.7,1953.4,3017,1
203,1110,1,0,0,1,0,0,99,1,0,116619,59.7,1953.4,3017,1
204,1110,0,0,0,0,0,0,0,1,0,116619,59.7,1953.4,3017,1
205,1110,0,0,0,0,0,0,0,1,0,116619,59.7,1953.4,3017,1
206,1110,0,0,0,0,0,0,54,1,0,116619,59.7,1953.4,3017,1
207,1110,0,0,0,0,0,0,120,2,0,116619,59.7,1953.4,3017,1
208,1110,0,0,0,0,0,0,138,0,,116619,59.7,1953.4,3017,0
209,1110,0,0,0,0,1,0,30,0,,116619,59.7,1953.4,3017,0
210,1110,1,0,0,1,0,0,0,0,,116619,59.7,1953.4,3017,0
211,1110,0,0,0,0,0,0,105,0,,116619,59.7,1953.4,3017,0
212,1110,0,0,0,0,0,0,0,0,,116619,59.7,1953.4,3017,0
213,1202,1,0,0,0,0,0,236,1,2,279127,677.93,411.7,2715,1
214,1202,0,0,0,0,0,1,245,1,2,279127,677.93,411.7,2715,1
215,1202,0,0,0,0,0,1,544,2,2,279127,677.93,411.7,2715,1
216,1202,0,0,0,0,0,1,586,3,1,279127,677.93,411.7,2715,1
217,1202,0,0,0,1,0,1,150,1,2,279127,677.93,411.7,2715,1
218,1202,1,0,0,0,0,1,155,2,3,279127,677.93,411.7,2715,1
219,1202,1,0,0,0,1,1,300,1,2,279127,677.93,411.7,2715,1
220,1202,0,0,0,0,1,0,240,1,2,279127,677.93,411.7,2715,1
221,1202,0,0,0,0,0,1,128,3,3,279127,677.93,411.7,2715,1
222,1202,0,0,0,0,1,1,598,2,2,279127,677.93,411.7,2715,1
223,1202,0,0,0,1,0,0,120,1,1,279127,677.93,411.7,2715,1
224,1202,1,0,0,0,0,0,20,0,,279127,677.93,411.7,2715,0
225,1202,0,0,0,0,0,0,0,0,,279127,677.93,411.7,2715,0
226,1202,1,0,0,0,0,0,54,0,,279127,677.93,411.7,2715,0
227,1202,1,0,0,0,0,0,0,0,,279127,677.93,411.7,2715,0
228,1202,1,0,0,0,0,0,59,0,,279127,677.93,411.7,2715,0
229,1202,0,0,0,0,0,0,56,0,,279127,677.93,411.7,2715,0
230,1202,0,0,0,0,0,0,40,0,,279127,677.93,411.7,2715,0
231,1202,0,0,0,0,0,0,0,0,,279127,677.93,411.7,2715,0
232,1202,1,0,1,1,0,0,26,0,,279127,677.93,411.7,2715,0
233,1202,1,0,0,0,0,0,0,0,,279127,677.93,411.7,2715,0
234,1202,0,0,0,1,1,0,0,0,,279127,677.93,411.7,2715,0
235,1202,1,0,0,0,0,0,23,0,,279127,677.93,411.7,2715,0
236,1202,0,0,0,0,1,0,30,0,,279127,677.93,411.7,2715,0
237,1202,1,0,0,0,0,0,60,0,,279127,677.93,411.7,2715,0
238,1202,1,0,0,0,0,0,32,0,,279127,677.93,411.7,2715,0
239,1202,0,0,0,0,0,0,40,0,,279127,677.93,411.7,2715,0
240,1202,1,0,0,0,0,0,56,0,,279127,677.93,411.7,2715,0
241,1202,0,0,0,0,0,0,37,0,,279127,677.93,411.7,2715,0
242,1202,0,0,0,0,0,0,58,0,,279127,677.93,411.7,2715,0
243,1202,1,0,0,0,0,0,52,0,,279127,677.93,411.7,2715,0
244,1202,1,0,0,0,0,0,6,0,,279127,677.93,411.7,2715,0
245,1202,1,0,0,0,1,0,41,0,,279127,677.93,411.7,2715,0
246,1203,0,0,0,0,0,0,104,1,2,131928,243.3,542.2,2487,1
247,1203,1,0,0,1,0,1,150,1,2,131928,243.3,542.2,2487,1
248,1203,1,0,0,0,1,0,245,1,2,131928,243.3,542.2,2487,1
249,1203,0,0,0,0,0,0,0,1,1,131928,243.3,542.2,2487,1
250,1203,0,0,0,0,0,0,240,1,1,131928,243.3,542.2,2487,1
251,1203,0,0,0,0,0,1,471,1,2,131928,243.3,542.2,2487,1
252,1203,1,0,0,1,0,0,0,0,,131928,243.3,542.2,2487,0
253,1203,0,0,0,0,0,0,99,0,,131928,243.3,542.2,2487,0
254,1203,0,0,0,0,0,0,0,0,,131928,243.3,542.2,2487,0
255,1203,1,0,0,0,1,0,0,0,,131928,243.3,542.2,2487,0
256,1203,1,0,0,1,0,0,0,0,,131928,243.3,542.2,2487,0
257,1203,0,0,0,0,0,0,120,0,,131928,243.3,542.2,2487,0
258,1203,0,0,0,0,0,0,43,0,,131928,243.3,542.2,2487,0
259,1203,0,0,0,1,0,0,32,0,,131928,243.3,542.2,2487,0
260,1203,1,0,0,0,0,0,0,0,,131928,243.3,542.2,2487,0
261,1203,0,0,0,0,1,1,132,0,,131928,243.3,542.2,2487,0
262,1203,0,0,0,0,0,0,0,0,,131928,243.3,542.2,2487,0
263,1203,0,0,0,0,0,0,0,0,,131928,243.3,542.2,2487,0
264,1204,1,0,0,0,0,0,52,1,0,347095,747.6,464.3,2692,1
265,1204,1,0,0,0,0,1,97,1,1,347095,747.6,464.3,2692,1
266,1204,1,0,0,0,0,1,172,1,1,347095,747.6,464.3,2692,1
267,1204,0,0,0,0,0,0,40,1,0,347095,747.6,464.3,2692,1
268,1204,0,0,0,0,1,0,290,1,2,347095,747.6,464.3,2692,1
269,1204,1,0,0,0,1,1,587,1,2,347095,747.6,464.3,2692,1
270,1204,1,0,0,0,0,0,482,1,2,347095,747.6,464.3,2692,1
271,1204,1,0,0,0,1,0,0,1,0,347095,747.6,464.3,2692,1
272,1204,0,0,0,0,1,0,539,1,2,347095,747.6,464.3,2692,1
273,1204,0,0,0,1,0,1,60,1,1,347095,747.6,464.3,2692,1
274,1204,0,0,0,0,0,1,42,2,2,347095,747.6,464.3,2692,1
275,1204,1,0,0,0,0,0,98,1,0,347095,747.6,464.3,2692,1
276,1204,1,0,0,0,1,1,111,2,1,347095,747.6,464.3,2692,1
277,1204,1,0,0,0,0,0,32,1,0,347095,747.6,464.3,2692,1
278,1204,1,1,0,1,0,1,569,2,2,347095,747.6,464.3,2692,1
279,1204,0,0,0,0,1,0,86,1,1,347095,747.6,464.3,2692,1
280,1204,1,0,0,0,0,0,59,1,2,347095,747.6,464.3,2692,1
281,1204,0,0,0,0,0,0,116,0,,347095,747.6,464.3,2692,0
282,1204,1,0,0,0,0,0,39,0,,347095,747.6,464.3,2692,0
283,1204,1,0,0,0,0,0,60,0,,347095,747.6,464.3,2692,0
284,1204,1,0,0,0,0,0,42,0,,347095,747.6,464.3,2692,0
285,1204,1,0,0,0,0,0,60,0,,347095,747.6,464.3,2692,0
286,1204,0,0,0,0,0,0,49,0,,347095,747.6,464.3,2692,0
287,1204,0,0,0,0,0,0,0,0,,347095,747.6,464.3,2692,0
288,1204,1,0,0,0,0,0,36,0,,347095,747.6,464.3,2692,0
289,1204,1,0,0,0,0,0,20,0,,347095,747.6,464.3,2692,0
290,1204,1,0,0,1,0,0,59,0,,347095,747.6,464.3,2692,0
291,1204,0,0,0,0,0,0,263,0,,347095,747.6,464.3,2692,0
292,1204,0,0,0,1,0,0,61,0,,347095,747.6,464.3,2692,0
293,1204,0,0,0,0,0,0,0,0,,347095,747.6,464.3,2692,0
294,1204,0,0,0,0,0,0,0,0,,347095,747.6,464.3,2692,0
295,1204,0,0,0,0,0,1,0,0,,347095,747.6,464.3,2692,0
296,1204,1,0,0,0,0,0,0,0,,347095,747.6,464.3,2692,0
297,1204,0,0,0,1,0,0,50,0,,347095,747.6,464.3,2692,0
298,1204,1,0,0,0,0,0,99,0,,347095,747.6,464.3,2692,0
299,1204,1,0,0,0,0,0,140,0,,347095,747.6,464.3,2692,0
300,1204,1,0,0,0,0,0,156,0,,347095,747.6,464.3,2692,0
301,1204,0,0,0,0,0,0,0,0,,347095,747.6,464.3,2692,0
302,1204,1,0,0,1,0,0,0,0,,347095,747.6,464.3,2692,0
303,1204,1,0,0,0,0,0,0,0,,347095,747.6,464.3,2692,0
304,1204,0,0,0,0,0,0,60,0,,347095,747.6,464.3,2692,0
305,1204,0,0,0,0,0,0,44,0,,347095,747.6,464.3,2692,0
306,1205,0,0,0,0,0,0,347,2,2,94535,80.65,1172.2,2867,1
307,1205,0,0,0,0,1,1,153,2,0,94535,80.65,1172.2,2867,1
308,1205,0,0,0,0,0,1,479,2,1,94535,80.65,1172.2,2867,1
309,1205,1,0,0,0,0,1,401,2,2,94535,80.65,1172.2,2867,1
310,1205,1,0,0,0,0,0,39,0,,94535,80.65,1172.2,2867,0
311,1205,0,0,0,0,0,0,0,0,,94535,80.65,1172.2,2867,0
312,1205,0,0,0,0,0,0,0,0,,94535,80.65,1172.2,2867,0
313,1206,1,0,0,1,0,1,105,1,2,181169,1362.75,132.9,2697,1
314,1206,0,0,0,0,0,0,26,2,1,181169,1362.75,132.9,2697,1
315,1206,0,0,0,0,0,0,187,1,0,181169,1362.75,132.9,2697,1
316,1206,1,0,0,0,0,1,50,2,2,181169,1362.75,132.9,2697,1
317,1206,1,0,0,0,0,0,136,1,1,181169,1362.75,132.9,2697,1
318,1206,0,0,0,0,0,1,232,1,3,181169,1362.75,132.9,2697,1
319,1206,1,0,1,1,0,1,126,1,2,181169,1362.75,132.9,2697,1
320,1206,1,0,0,1,1,1,500,2,2,181169,1362.75,132.9,2697,1
321,1206,1,0,0,0,0,1,535,2,2,181169,1362.75,132.9,2697,1
322,1206,0,0,0,0,0,0,0,0,,181169,1362.75,132.9,2697,0
323,1206,0,0,0,0,0,0,0,0,,181169,1362.75,132.9,2697,0
324,1206,0,0,0,0,0,0,0,0,,181169,1362.75,132.9,2697,0
325,1206,0,0,0,0,0,0,0,0,,181169,1362.75,132.9,2697,0
326,1206,0,0,0,0,0,0,3,0,,181169,1362.75,132.9,2697,0
327,1206,0,0,0,0,0,0,0,0,,181169,1362.75,132.9,2697,0
328,1206,0,0,0,0,0,0,0,0,,181169,1362.75,132.9,2697,0
329,1206,0,0,0,0,0,0,55,0,,181169,1362.75,132.9,2697,0
330,1206,1,0,0,1,0,0,431,0,,181169,1362.75,132.9,2697,0
331,1207,1,0,0,0,0,0,53,1,0,168057,618.94,271.5,2831,1
332,1207,1,0,0,0,0,1,253,1,2,168057,618.94,271.5,2831,1
333,1207,1,0,0,1,1,1,672,2,2,168057,618.94,271.5,2831,1
334,1207,0,0,0,0,1,1,29,1,2,168057,618.94,271.5,2831,1
335,1207,1,0,0,1,0,0,60,1,0,168057,618.94,271.5,2831,1
336,1207,1,0,0,0,,1,360,1,2,168057,618.94,271.5,2831,1
337,1207,1,0,0,1,,1,310,3,3,168057,618.94,271.5,2831,1
338,1207,1,0,0,1,0,0,136,1,1,168057,618.94,271.5,2831,1
339,1207,0,0,0,0,0,0,220,1,2,168057,618.94,271.5,2831,1
340,1207,0,0,0,0,0,0,43,0,,168057,618.94,271.5,2831,0
341,1207,0,0,0,0,0,0,28,0,,168057,618.94,271.5,2831,0
342,1207,0,0,0,0,0,0,55,0,,168057,618.94,271.5,2831,0
343,1207,0,0,0,0,0,1,0,0,,168057,618.94,271.5,2831,0
344,1207,0,0,0,0,,0,51,0,,168057,618.94,271.5,2831,0
345,1207,0,0,0,0,,0,49,0,,168057,618.94,271.5,2831,0
346,1207,0,0,0,0,,0,0,0,,168057,618.94,271.5,2831,0
347,1207,0,0,0,0,0,0,0,0,,168057,618.94,271.5,2831,0
348,1207,0,0,0,0,1,0,0,0,,168057,618.94,271.5,2831,0
349,1208,1,0,0,0,1,1,53,1,0,125689,1427.56,88,2697,1
350,1208,1,0,0,0,1,1,50,2,2,125689,1427.56,88,2697,1
351,1208,1,0,0,0,0,1,256,2,2,125689,1427.56,88,2697,1
352,1208,1,0,1,1,0,1,611,2,2,125689,1427.56,88,2697,1
353,1208,0,0,0,0,0,0,0,0,,125689,1427.56,88,2697,0
354,1208,0,0,0,1,0,0,130,0,,125689,1427.56,88,2697,0
355,1208,0,0,0,0,0,0,41,0,,125689,1427.56,88,2697,0
356,1208,0,0,0,0,0,0,50,0,,125689,1427.56,88,2697,0
357,1208,0,0,0,0,1,0,50,0,,125689,1427.56,88,2697,0
358,1208,0,0,0,0,0,0,0,0,,125689,1427.56,88,2697,0
